Mun1.30Zm1.31T00.1585,                                         2.1404,  6.5032,  5.4734, -0.1257, -0.0580,   0.1843,  0.1420,   5.6173,  5.0315,  2.1156,  1.8038,  0.9952,  0.4114,  0.1487,  0.3515,  0.9621,   0.9947,  4.5958,  5.4642,  4.3966, -0.3390,   0.3898, -0.0232,  1.7629,  0.0219,  0.0467,  0.5390,   0.9398,  0.9772,  0.5472,  0.3072,  0.2479,  0.9517,  0.0215,  0.0350,  99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.1778,                                         2.1561,   6.5592,  5.4738, -0.1256, -0.0583,  0.1647,  0.2113,  5.6448,  5.0231,   2.1156,  1.8041,   0.9990,   0.4182,  0.1188,  0.3613,  1.0193,  1.3673,  4.5697,  5.4836,  4.3799, -0.4343,  0.3636, -0.0264,  1.8053,  0.0301,   0.0470,   0.3905,  0.9965,  0.9780,   0.5541,   0.2937,  0.2289,  0.9870,   0.0213,  0.0312, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.1995,                                         2.2387,  6.6003,  5.4659, -0.1264, -0.0593,  0.1612,  0.2205,  5.6665,  4.9941,   2.1028,  1.7932,  0.9956,  0.4206,  0.0630,   0.3619,  1.0488,  1.4879,  4.5507,  5.5149,  4.3768, -0.4834,  0.3476, -0.0282,  1.8283,  0.0326,  0.0479,  0.3724,  1.0186,  0.9782,  0.5577,  0.2852,  0.2263,  0.9808,  0.0214,  0.0296, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.2239,                                         2.3027,  6.8714,  5.6340,  -0.1308, -0.0630,   0.1585,  0.1300,   5.9405,  5.1912,  2.1757,  1.8582,  1.0459,  0.4617,  0.0588,  0.3776,  1.0901,   1.6029,  4.7187,  5.7442,  4.5235, -0.5429,  0.3325, -0.0337,  1.8399,  0.0356,  0.0487,  0.3376,  1.0526,  0.9906,  0.5609,  0.2804,  0.2303,  1.0013,  0.0216,  0.0286, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.2512,                                         2.4067,  7.2080,   5.8515, -0.1386, -0.0698,  0.1533,  0.0060,   6.2995,  5.4280,   2.2556,  1.9300,   1.0963,  0.4962, -0.0252,  0.3384,  1.0624,  1.4766,  4.9222,  5.9856,  4.7020,  -0.5538,  0.2966, -0.0318,  1.7255,  0.0342,  0.0459,  0.3135,  1.0077,  0.9521,   0.5309,  0.2645,  0.2155,  0.9646,  0.0199,  0.0247, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.2818,                                         2.4817,  7.3958,  5.9535, -0.1432, -0.0743,  0.1548, -0.0769,  6.4914,  5.5360,   2.2879,  1.9599,  1.1197,  0.5149, -0.0845,  0.3225,  1.0326,  1.3718,  5.0139,  6.1139,  4.7866, -0.5491,   0.2858, -0.0294,  1.6746,  0.0321,   0.0446,  0.3337,  0.9775,  0.9316,  0.5180,   0.2587,  0.2130,   0.9598,  0.0195,  0.0244, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.3162,                                         2.7300,   8.1237,  6.4041,  -0.1599, -0.0891,   0.1415, -0.3376,  7.2721,   5.9879,  2.4454,  2.1018,  1.2256,  0.5935, -0.2797,  0.2878,  0.9911,   1.3086,  5.3901,   6.6263,  5.1348, -0.5712,  0.2528, -0.0285,  1.5771,   0.0319,  0.0428,  0.3210,   0.9356,  0.8962,  0.4981,   0.2468,  0.2023,  0.9373,  0.0189,  0.0237, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.3548,                                         2.7740,   8.4479,  6.5787, -0.1682, -0.0973,  0.1510,  -0.4333,  7.5926,  6.1576,  2.5047,  2.1571,   1.2701,   0.6289, -0.3617,  0.2553,  0.9702,  1.1230,   5.5332,  6.8223,  5.2649, -0.5512,  0.2427, -0.0241,   1.5203,  0.0279,  0.0413,  0.3804,  0.8919,  0.8702,  0.4740,   0.2403,  0.2005,  0.9395,  0.0183,  0.0241,  99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.3981,                                          2.8219,  8.4275,  6.5948, -0.1671,  -0.0958,  0.1649, -0.3812,  7.5529,  6.1604,  2.5304,  2.1822,  1.2900,   0.6448, -0.2928,  0.2461,   1.0168,  1.0817,  5.5362,  6.7985,  5.2601,  -0.5425,  0.2511,  -0.0195,  1.5477,  0.0264,  0.0423,  0.4186,  0.8989,  0.8700,   0.4779,  0.2435,  0.2144,  0.9951,   0.0186,  0.0249, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.4467,                                         2.9165,  8.6002,  6.6924, -0.1712, -0.0998,  0.1702, -0.3704,  7.6776,  6.2359,  2.5676,  2.2163,  1.3176,  0.6677, -0.3250,   0.2324,  1.0454,  1.0695,  5.5920,   6.8968,  5.3134, -0.5580,   0.2532, -0.0175,  1.5824,  0.0263,  0.0431,   0.4425,  0.9155,  0.8863,  0.4879,  0.2570,   0.2166,  1.0136,  0.0182,  0.0246, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.5012,                                         2.7857,  8.2375,  6.4485, -0.1628, -0.0931,   0.1796, -0.2015,  7.2713,  5.9871,   2.4801,   2.1385,  1.2622,  0.6294, -0.2282,  0.2328,  1.0908,  1.0395,  5.3845,  6.6141,   5.1199, -0.5490,   0.2579, -0.0136,  1.6221,   0.0254,  0.0435,  0.4574,  0.9237,  0.8909,  0.4790,   0.2524,  0.2109,  1.0290,   0.0177,  0.0230,  99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.5623,                                         2.8005,  8.0509,  6.2754, -0.1586, -0.0907,  0.1955, -0.0555,  6.9960,   5.7864,  2.4090,   2.0774,  1.2248,  0.6092, -0.1743,  0.2465,  1.1500,   1.0120,   5.2001,   6.4280,   4.9581,  -0.5507,  0.2740,  -0.0113,  1.7113,  0.0244,  0.0449,  0.5035,  0.9595,  0.9316,  0.4938,  0.2642,  0.2107,  1.0377,  0.0173,  0.0232, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.6310,                                          2.8812,  8.1051,   6.2604, -0.1608, -0.0942,  0.2094,  0.0390,   6.9639,  5.7354,  2.3916,  2.0616,  1.2194,  0.6118, -0.2004,  0.2498,  1.2070,   1.0654,  5.1521,   6.4289,  4.9219, -0.5776,  0.2952, -0.0099,  1.8051,   0.0250,   0.0465,  0.5167,  1.0093,  0.9672,  0.5221,   0.2828,  0.2188,  1.0485,  0.0170,   0.0226, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.7079,                                         2.8202,  8.0590,   6.1566, -0.1614, -0.0964,  0.2173,  0.1054,  6.8557,  5.6127,  2.3271,   2.0027,  1.1789,  0.5852, -0.2357,  0.2493,  1.1938,  1.1081,   5.0519,  6.3301,   4.8325, -0.5974,  0.2774, -0.0088,  1.7797,  0.0239,  0.0464,  0.5473,  0.9978,  0.9550,   0.5032,  0.2704,  0.2042,  1.0220,   0.0170,   0.0213, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.7943,                                         2.8759,  8.0979,  6.1333, -0.1630,  -0.0988,  0.2314,  0.1599,  6.8451,   5.5763,  2.3148,  1.9923,  1.1737,  0.5839, -0.2590,   0.2511,   1.2283,  1.0846,  5.0159,  6.3379,  4.8115, -0.6020,   0.2896, -0.0079,  1.8315,  0.0240,   0.0472,  0.5684,  1.0205,  0.9736,  0.5233,  0.2786,  0.2084,  1.0294,  0.0164,  0.0207, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.8913,                                         2.9991,   8.0360,   6.1236, -0.1622, -0.0986,  0.2425,  0.2804,  6.7242,  5.5237,  2.3129,  1.9908,  1.1738,  0.5854, -0.1967,  0.2482,  1.2727,  1.1410,   4.9780,   6.2964,  4.7773, -0.6141,   0.2916, -0.0070,   1.8520,   0.0240,   0.0476,  0.6070,   1.0486,  0.9934,  0.5268,  0.2875,  0.2087,  1.0280,   0.0164,  0.0211,  99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T01.0000,                                          3.0032,  8.1531,   6.1265, -0.1661,  -0.1030,   0.2544,  0.3056,  6.7621,   5.4886,  2.2878,  1.9689,  1.1600,   0.5773, -0.2358,  0.2551,   1.2582,  1.0866,  4.9163,  6.2557,  4.7297, -0.6169,  0.2752, -0.0068,  1.8578,  0.0223,  0.0472,  0.6534,  1.0428,  0.9952,  0.5174,  0.2860,   0.2014,  1.0287,  0.0159,  0.0202, 99.9999, 99.9999, 99.9999
Mun1.30Zm0.71T00.0631,                                          2.2303,  6.0875,  5.2855, -0.1127, -0.0421,   0.1393, -0.4615,  5.8674,  5.1864,  2.1923,  1.8828,  1.0811,   0.5026,  0.2492,  0.5164,  0.6730,   0.4326,  4.9949,  5.8411,   4.7434, -0.3906,  0.3123, -0.0338,  1.4052,  0.0180,   0.0365,  0.4099,  0.6493,  0.7955,  0.4506,  0.2993,  0.2974,  0.8516,  0.0093,  0.0134, 99.9999, 99.9999, 99.9999
Mun1.30Zm0.71T00.0708,                                         2.2551,   6.2048,  5.3516, -0.1154, -0.0442,  0.1494, -0.4791,   5.9625,  5.2156,  2.1966,  1.8849,  1.0800,   0.4988,  0.1732,  0.4894,  0.6958,  0.3887,  5.0082,  5.8862,  4.7695, -0.3962,  0.2863, -0.0319,  1.3709,  0.0177,  0.0371,   0.4384,  0.6517,  0.7890,   0.4478,  0.2977,  0.2943,  0.8367,  0.0084,  0.0114, 99.9999, 99.9999, 99.9999
Mun1.30Zm0.71T00.0794,                                         2.3087,  6.3749,  5.4432, -0.1198, -0.0484,  0.1433, -0.5116,  6.1237,  5.2838,  2.2090,   1.8951,   1.0852,  0.5003,  0.0810,   0.4486,  0.6786,  0.3376,  5.0644,  5.9839,  4.8300,  -0.3926,  0.2615, -0.0295,  1.3069,  0.0165,  0.0355,  0.4376,  0.6115,  0.7516,  0.4162,  0.2722,  0.2715,  0.8100,   0.0083,  0.0108, 99.9999, 99.9999, 99.9999
Mun1.30Zm0.71T00.0891,                                          2.4528,  6.6013,  5.6226, -0.1253, -0.0530,   0.1474, -0.5303,  6.3322,  5.4592,  2.2761,   1.9503,  1.1145,  0.5110,   0.0924,  0.4196,  0.7110,   0.3393,  5.2451,   6.1868,  4.9886, -0.3961,   0.2579, -0.0233,  1.3284,  0.0163,  0.0365,  0.4553,  0.6291,   0.7667,  0.4297,  0.2763,  0.2837,  0.8183,  0.0083,  0.0103, 99.9999, 99.9999, 99.9999
Mun1.30Zm0.71T00.1000,                                          2.5373,  6.7543,  5.7080,  -0.1294, -0.0576,  0.1505, -0.5115,  6.4517,  5.5128,  2.2927,  1.9637,  1.1233,  0.5171,   0.0274,  0.3920,   0.7541,   0.3588,  5.2979,  6.2921,   5.0477, -0.4126,  0.2519, -0.0190,   1.3512,  0.0152,  0.0370,   0.4829,  0.6456,  0.7686,  0.4316,  0.2796,  0.2918,  0.7941,   0.0084,  0.0087, 99.9999, 99.9999, 99.9999
Mun1.30Zm0.71T00.1122,                                         2.5019,  6.7976,  5.7328, -0.1308, -0.0594,  0.1530,  -0.4321,   6.4198,  5.5324,  2.3058,  1.9717,  1.1214,  0.5086,  0.0662,  0.3945,  0.8307,  0.4763,  5.3286,  6.3357,  5.0732, -0.3629,  0.3257, -0.0180,   1.5531,   0.0150,   0.0420,   0.5543,  0.7256,  0.8620,   0.5084,  0.2942,  0.3252,  0.8763,  0.0158,  0.0237, 99.9999, 99.9999, 99.9999
Mun1.30Zm0.71T00.1259,                                         2.6585,  6.8425,  5.7755, -0.1306, -0.0584,  0.2173, -0.2691,   6.2156,  5.4927,  2.3353,  1.9899,  1.1296,  0.5096,  0.3114,  0.4970,   1.0770,   1.0643,  5.2358,  6.3106,  5.0007, -0.1082,  0.6621,  -0.0259,  2.3981,   0.0202,  0.0695,  0.9579,  1.1179,  1.3155,  0.9036,  0.4149,  0.5057,  1.4824,  0.0438,  0.0888, 99.9999, 99.9999, 99.9999
Mun1.30Zm0.71T00.1413,                                         2.5739,  6.9473,  5.7899, -0.1342, -0.0624,  0.2119, -0.2848,  6.3119,  5.4733,  2.3153,  1.9736,  1.1208,  0.5065,  0.1566,  0.4556,  1.0572,  0.9655,  5.2201,   6.3468,  5.0089, -0.1349,  0.6196, -0.0253,  2.3026,  0.0183,  0.0663,  0.9404,  1.0576,  1.2448,  0.8463,  0.3794,  0.4770,   1.4051,   0.0434,  0.0859, 99.9999, 99.9999, 99.9999
